"Current Profile for a mix of driving cycles including UDDS, US06, and HWFET",
RecordingTime,Current
144.9,-0.016635
145,-0.016635
145.1,-0.016635
145.2,-0.016635
145.3,-0.016635
145.4,-0.016635
145.5,-0.016635
145.6,-0.016635
145.7,-0.016635
145.8,-0.016635
145.9,-0.016635
146,-0.016635
146.1,-0.016635
146.2,-0.016635
146.3,-0.016635
146.4,-0.016635
146.5,-0.016635
146.6,-0.016635
146.7,-0.016635
146.8,-0.016635
146.9,-0.016635
147,-0.016635
147.1,-0.016635
147.2,-0.016635
147.3,-0.016635
147.4,-0.016635
147.5,-0.016635
147.6,-0.016635
147.7,-0.016635
147.8,-0.016635
147.9,-0.016635
148,-0.016635
148.1,-0.016635
148.2,-0.016635
148.3,-0.016635
148.4,-0.016635
148.5,-0.016635
148.6,-0.016635
148.7,-0.016635
148.8,-0.016635
148.9,-0.016635
149,-0.016635
149.1,-0.016635
149.2,-0.016635
149.3,-0.016635
149.4,-0.016635
149.5,-0.016635
149.6,-0.016635
149.7,-0.016635
149.8,-0.016635
149.9,-0.016635
150,-0.016635
150.1,-0.016635
150.2,-0.016635
150.3,-0.016635
150.4,-0.016635
150.5,-0.016635
150.6,-0.016635
150.7,-0.016635
150.8,-0.016635
150.9,-0.016635
151,-0.016635
151.1,-0.016635
151.2,-0.016635
151.3,-0.016635
151.4,-0.016635
151.5,-0.016635
151.6,-0.016635
151.7,-0.016635
151.8,-0.016635
151.9,-0.016635
152,-0.016635
152.1,-0.016635
152.2,-0.016635
152.3,-0.016635
152.4,-0.016635
152.5,-0.016635
152.6,-0.016635
152.7,-0.016635
152.8,-0.016635
152.9,-0.016635
153,-0.016635
153.1,-0.016635
153.2,-0.016635
153.3,-0.016635
153.4,-0.016635
153.5,-0.016635
153.6,-0.016635
153.7,-0.016635
153.8,-0.016635
153.9,-0.016635
154,-0.016635
154.1,-0.016635
154.2,-0.016635
154.3,-0.016635
154.4,-0.016635
154.5,-0.016635
154.6,-0.016635
154.7,-0.016635
154.8,-0.016635
154.9,-0.016635
155,-0.016635
155.1,-0.016635
155.2,-0.016635
155.3,-0.016635
155.4,-0.016635
155.5,-0.016635
155.6,-0.016635
155.7,-0.016635
155.8,-0.016635
155.9,-0.016635
156,-0.016635
156.1,-0.016635
156.2,-0.016635
156.3,-0.016635
156.4,-0.016635
156.5,-0.016635
156.6,-0.016635
156.7,-0.016635
156.8,-0.016635
156.9,-0.016635
157,-0.016635
157.1,-0.016635
157.2,-0.016635
157.3,-0.016635
157.4,-0.016635
157.5,-0.016635
157.6,-0.016635
157.7,-0.016635
157.8,-0.016635
157.9,-0.016635
158,-0.016635
158.1,-0.016635
158.2,-0.016635
158.3,-0.016635
158.4,-0.016635
158.5,-0.016635
158.6,-0.016635
158.7,-0.016635
158.8,-0.016635
158.9,-0.016635
159,-0.016635
159.1,-0.016635
159.2,-0.016635
159.3,-0.016635
159.4,-0.016635
159.5,-0.016635
159.6,-0.016635
159.7,-0.016635
159.8,-0.016635
159.9,-0.016635
160,-0.016635
160.1,-0.016635
160.2,-0.016635
160.3,-0.016635
160.4,-0.016635
160.5,-0.016635
160.6,-0.016635
160.7,-0.016635
160.8,-0.016635
160.9,-0.016635
161,-0.016635
161.1,-0.016635
161.2,-0.016635
161.3,-0.016635
161.4,-0.016635
161.5,-0.016635
161.6,-0.016635
161.7,-0.016635
161.8,-0.016635
161.9,-0.016635
162,-0.016635
162.1,-0.016635
162.2,-0.016635
162.3,-0.016635
162.4,-0.016635
162.5,-0.016635
162.6,-0.016635
162.7,-0.016635
162.8,-0.016635
162.9,-0.016635
163,-0.016635
163.1,-0.016635
163.2,-0.016635
163.3,-0.016635
163.4,-0.016635
163.5,-0.016635
163.6,-0.016635
163.7,-0.016635
163.8,-0.016635
163.9,-0.016635
164,-0.016635
164.1,-0.016635
164.2,-0.016635
164.3,-0.016635
164.4,-0.016635
164.5,-0.016635
164.6,-0.016635
164.7,-0.016635
164.8,-0.016635
164.9,-0.016635
165,-0.016635
165.1,-1.456647
165.2,-1.754581
165.3,-1.820788
165.4,-1.886995
165.5,-1.986307
165.6,-2.01941
165.7,-2.135273
165.8,-2.201481
165.9,-2.317344
166,-2.350448
166.1,-2.449759
166.2,-2.565622
166.3,-2.664933
166.4,-2.698037
166.5,-2.8139
166.6,-2.896659
166.7,-2.962867
166.8,-3.045626
166.9,-3.144937
167,-3.211144
167.1,-3.310456
167.2,-3.376663
167.3,-3.475974
167.4,-3.558734
167.5,-3.641493
167.6,-3.724252
167.7,-3.807012
167.8,-3.873219
167.9,-3.97253
168,-4.022186
168.1,-4.121497
168.2,-4.187705
168.3,-4.287015
168.4,-4.353223
168.5,-4.452534
168.6,-4.518742
168.7,-4.618053
168.8,-4.651157
168.9,-4.783572
169,-4.833227
169.1,-4.932539
169.2,-4.982194
169.3,-5.081505
169.4,-5.147713
169.5,-5.21392
169.6,-5.313231
169.7,-5.412542
169.8,-5.445646
169.9,-5.544957
170,-5.611165
170.1,-5.710476
170.2,-5.74358
170.3,-5.842891
170.4,-5.909098
170.5,-5.991858
170.6,-6.041513
170.7,-6.173928
170.8,-6.207032
170.9,-6.289791
171,-6.355999
171.1,-4.038738
171.2,-4.717364
171.3,-4.601501
171.4,-4.68426
171.5,-4.700812
171.6,-4.733916
171.7,-4.816675
171.8,-4.833227
171.9,-4.882883
172,-4.94909
172.1,-4.088393
172.2,-4.320119
172.3,-4.320119
172.4,-4.369775
172.5,-4.353223
172.6,-4.402879
172.7,-4.419431
172.8,-4.485638
172.9,-4.485638
173,-4.535294
173.1,-2.979419
173.2,-3.277352
173.3,-3.2608
173.4,-3.277352
173.5,-3.310456
173.6,-3.310456
173.7,-3.360111
173.8,-3.360111
173.9,-3.409767
174,-3.393215
174.1,-0.960091
174.2,-1.406991
174.3,-1.340784
174.4,-1.340784
174.5,-1.340784
174.6,-1.340784
174.7,-1.357336
174.8,-1.357336
174.9,-1.357336
175,-1.373888
175.1,0.430265
175.2,0.314402
175.3,0.297851
175.4,0.297851
175.5,0.314402
175.6,0.330954
175.7,0.297851
175.8,0.314402
175.9,0.314402
176,0.297851
176.1,0.264747
176.2,0.281299
176.3,0.231643
176.4,0.281299
176.5,0.264747
176.6,0.281299
176.7,0.264747
176.8,0.248195
176.9,0.264747
177,0.281299
177.1,0.148884
177.2,0.165436
177.3,0.198539
177.4,0.198539
177.5,0.165436
177.6,0.181987
177.7,0.181987
177.8,0.181987
177.9,0.181987
178,0.181987
178.1,-0.910436
178.2,-0.59595
178.3,-0.645606
178.4,-0.645606
178.5,-0.645606
178.6,-0.645606
178.7,-0.645606
178.8,-0.629054
178.9,-0.645606
179,-0.629054
179.1,-0.380776
179.2,-0.41388
179.3,-0.41388
179.4,-0.446983
179.5,-0.41388
179.6,-0.41388
179.7,-0.430432
179.8,-0.430432
179.9,-0.446983
180,-0.446983
180.1,-0.41388
180.2,-0.430432
180.3,-0.430432
180.4,-0.430432
180.5,-0.430432
180.6,-0.430432
180.7,-0.430432
180.8,-0.430432
180.9,-0.41388
181,-0.41388
181.1,-0.960091
181.2,-0.86078
181.3,-0.877332
181.4,-0.893884
181.5,-0.893884
181.6,-0.877332
181.7,-0.877332
181.8,-0.877332
181.9,-0.893884
182,-0.893884
182.1,-3.558734
182.2,-3.07873
182.3,-3.178041
182.4,-3.194593
182.5,-3.178041
182.6,-3.194593
182.7,-3.211144
182.8,-3.244248
182.9,-3.244248
183,-3.277352
183.1,0.463369
183.2,0.297851
183.3,0.297851
183.4,0.297851
183.5,0.297851
183.6,0.297851
183.7,0.314402
183.8,0.297851
183.9,0.314402
184,0.297851
184.1,1.141996
184.2,0.976477
184.3,0.976477
184.4,0.959925
184.5,0.959925
184.6,0.926821
184.7,0.926821
184.8,0.926821
184.9,0.893718
185,0.877166
185.1,0.413714
185.2,0.496473
185.3,0.479921
185.4,0.463369
185.5,0.479921
185.6,0.463369
185.7,0.479921
185.8,0.496473
185.9,0.446817
186,0.479921
186.1,0.993029
186.2,1.026132
186.3,0.943373
186.4,0.943373
186.5,0.910269
186.6,0.910269
186.7,0.860614
186.8,0.844062
186.9,0.82751
187,0.82751
187.1,0.397162
187.2,0.479921
187.3,0.479921
187.4,0.446817
187.5,0.446817
187.6,0.479921
187.7,0.463369
187.8,0.430265
187.9,0.479921
188,0.430265
188.1,0.099228
188.2,0.148884
188.3,0.165436
188.4,0.165436
188.5,0.181987
188.6,0.181987
188.7,0.148884
188.8,0.165436
188.9,0.165436
189,0.165436
189.1,-1.771132
189.2,-1.274577
189.3,-1.340784
189.4,-1.340784
189.5,-1.340784
189.6,-1.357336
189.7,-1.39044
189.8,-1.357336
189.9,-1.373888
190,-1.373888
190.1,-0.645606
190.2,-0.744917
190.3,-0.778021
190.4,-0.761469
190.5,-0.744917
190.6,-0.778021
190.7,-0.761469
190.8,-0.744917
190.9,-0.761469
191,-0.761469
191.1,-2.648381
191.2,-2.267688
191.3,-2.317344
191.4,-2.367
191.5,-2.367
191.6,-2.367
191.7,-2.400103
191.8,-2.400103
191.9,-2.416655
192,-2.449759
192.1,-4.287015
192.2,-3.955978
192.3,-4.05529
192.4,-4.088393
192.5,-4.138049
192.6,-4.154601
192.7,-4.204257
192.8,-4.23736
192.9,-4.287015
193,-4.303567
193.1,-4.618053
193.2,-4.601501
193.3,-4.651157
193.4,-4.68426
193.5,-4.717364
193.6,-4.783572
193.7,-4.800123
193.8,-4.849779
193.9,-4.882883
194,-4.932539
194.1,-6.819451
194.2,-5.313231
194.3,-7.266351
194.4,-5.313231
194.5,-7.299455
194.6,-5.39599
194.7,-7.498077
194.8,-5.544957
194.9,-7.547733
195,-5.627717
195.1,-7.845666
195.2,-7.978081
195.3,-7.812562
195.4,-8.027737
195.5,-8.011185
195.6,-8.127048
195.7,-8.160151
195.8,-8.242911
195.9,-8.309118
196,-8.375326
196.1,-8.027737
196.2,-8.226359
196.3,-8.292566
196.4,-8.309118
196.5,-8.375326
196.6,-8.458085
196.7,-8.491189
196.8,-8.557397
196.9,-8.5905
197,-8.689812
197.1,-6.00841
197.2,-8.689812
197.3,-6.173928
197.4,-8.756019
197.5,-6.322895
197.6,-8.838778
197.7,-6.488413
197.8,-8.871881
197.9,-6.571173
198,-8.954641
198.1,-2.201481
198.2,-3.674597
198.3,-3.459423
198.4,-3.492526
198.5,-3.492526
198.6,-3.542182
198.7,-3.52563
198.8,-3.509078
198.9,-3.542182
199,-3.558734
199.1,-6.753243
199.2,-6.240136
199.3,-6.306343
199.4,-6.355999
199.5,-6.405654
199.6,-6.422206
199.7,-6.422206
199.8,-6.45531
199.9,-6.488413
200,-6.504965
200.1,-3.591837
200.2,-4.154601
200.3,-4.104945
200.4,-4.104945
200.5,-4.121497
200.6,-4.104945
200.7,-4.154601
200.8,-4.138049
200.9,-4.154601
201,-4.187705
201.1,-5.710476
201.2,-5.445646
201.3,-5.528405
201.4,-5.528405
201.5,-5.561509
201.6,-5.594613
201.7,-5.594613
201.8,-5.611165
201.9,-5.644269
202,-5.677372
202.1,-4.915987
202.2,-5.048401
202.3,-5.064953
202.4,-5.081505
202.5,-5.131161
202.6,-5.114609
202.7,-5.131161
202.8,-5.164264
202.9,-5.180816
203,-5.180816
203.1,-5.991858
203.2,-5.892547
203.3,-5.92565
203.4,-5.92565
203.5,-5.975306
203.6,-5.958754
203.7,-5.991858
203.8,-6.058065
203.9,-6.058065
204,-6.074617
204.1,-3.095282
204.2,-3.7077
204.3,-3.608389
204.4,-3.624941
204.5,-3.624941
204.6,-3.641493
204.7,-3.641493
204.8,-3.641493
204.9,-3.658045
205,-3.674597
205.1,-3.211144
205.2,-3.327008
205.3,-3.310456
205.4,-3.310456
205.5,-3.310456
205.6,-3.34356
205.7,-3.34356
205.8,-3.34356
205.9,-3.360111
206,-3.360111
206.1,-2.896659
206.2,-2.962867
206.3,-2.946315
206.4,-2.979419
206.5,-2.979419
206.6,-2.962867
206.7,-2.979419
206.8,-2.99597
206.9,-2.99597
207,-2.979419
207.1,0.049573
207.2,-0.281465
207.3,-0.182154
207.4,-0.182154
207.5,-0.182154
207.6,-0.182154
207.7,-0.198705
207.8,-0.198705
207.9,-0.198705
208,-0.182154
208.1,0.132332
208.2,0.132332
208.3,0.148884
208.4,0.148884
208.5,0.11578
208.6,0.132332
208.7,0.148884
208.8,0.132332
208.9,0.148884
209,0.132332
209.1,-0.016635
209.2,0.016469
209.3,-0.016635
209.4,-0.016635
209.5,-0.000083
209.6,0.049573
209.7,-0.016635
209.8,0.049573
209.9,-0.000083
210,-0.016635
210.1,0.148884
210.2,0.11578
210.3,0.132332
210.4,0.132332
210.5,0.132332
210.6,0.148884
210.7,0.132332
210.8,0.099228
210.9,0.132332
211,0.132332
211.1,-0.347672
211.2,-0.14905
211.3,-0.231809
211.4,-0.182154
211.5,-0.182154
211.6,-0.165602
211.7,-0.198705
211.8,-0.182154
211.9,-0.182154
212,-0.215257
212.1,-0.182154
212.2,-0.198705
212.3,-0.198705
212.4,-0.182154
212.5,-0.182154
212.6,-0.182154
212.7,-0.215257
212.8,-0.182154
212.9,-0.198705
213,-0.198705
213.1,-0.182154
213.2,-0.198705
213.3,-0.198705
213.4,-0.215257
213.5,-0.182154
213.6,-0.215257
213.7,-0.198705
213.8,-0.182154
213.9,-0.165602
214,-0.198705
214.1,-0.182154
214.2,-0.165602
214.3,-0.198705
214.4,-0.198705
214.5,-0.182154
214.6,-0.182154
214.7,-0.182154
214.8,-0.182154
214.9,-0.182154
215,-0.182154
215.1,-1.142162
215.2,-0.943539
215.3,-0.976643
215.4,-0.960091
215.5,-0.960091
215.6,-0.943539
215.7,-0.960091
215.8,-0.960091
215.9,-0.976643
216,-0.960091
216.1,-0.960091
216.2,-0.976643
216.3,-0.976643
216.4,-0.960091
216.5,-0.976643
216.6,-0.960091
216.7,-0.976643
216.8,-0.993195
216.9,-0.960091
217,-0.960091
217.1,-2.367
217.2,-2.118721
217.3,-2.151825
217.4,-2.151825
217.5,-2.135273
217.6,-2.151825
217.7,-2.151825
217.8,-2.135273
217.9,-2.151825
218,-2.168377
218.1,-2.631829
218.2,-2.54907
218.3,-2.565622
218.4,-2.582174
218.5,-2.582174
218.6,-2.565622
218.7,-2.565622
218.8,-2.565622
218.9,-2.598726
219,-2.565622
219.1,-2.582174
219.2,-2.598726
219.3,-2.615278
219.4,-2.582174
219.5,-2.598726
219.6,-2.582174
219.7,-2.615278
219.8,-2.615278
219.9,-2.598726
220,-2.598726
220.1,-1.688373
220.2,-1.853892
220.3,-1.83734
220.4,-1.83734
220.5,-1.853892
220.6,-1.83734
220.7,-1.83734
220.8,-1.853892
220.9,-1.853892
221,-1.870444
221.1,-2.317344
221.2,-2.251137
221.3,-2.251137
221.4,-2.267688
221.5,-2.251137
221.6,-2.267688
221.7,-2.267688
221.8,-2.251137
221.9,-2.28424
222,-2.28424
222.1,-2.764244
222.2,-2.681485
222.3,-2.698037
222.4,-2.698037
222.5,-2.714589
222.6,-2.681485
222.7,-2.698037
222.8,-2.714589
222.9,-2.714589
223,-2.714589
223.1,-1.754581
223.2,-1.936651
223.3,-1.903547
223.4,-1.903547
223.5,-1.903547
223.6,-1.920099
223.7,-1.920099
223.8,-1.920099
223.9,-1.920099
224,-1.920099
224.1,-2.400103
224.2,-2.333896
224.3,-2.350448
224.4,-2.350448
224.5,-2.367
224.6,-2.367
224.7,-2.350448
224.8,-2.333896
224.9,-2.333896
225,-2.350448
225.1,-3.327008
225.2,-3.161489
225.3,-3.194593
225.4,-3.194593
225.5,-3.194593
225.6,-3.211144
225.7,-3.194593
225.8,-3.211144
225.9,-3.211144
226,-3.194593
226.1,-4.667708
226.2,-4.419431
226.3,-4.469086
226.4,-4.469086
226.5,-4.485638
226.6,-4.469086
226.7,-4.518742
226.8,-4.518742
226.9,-4.518742
227,-4.518742
227.1,-4.05529
227.2,-4.171153
227.3,-4.154601
227.4,-4.154601
227.5,-4.154601
227.6,-4.204257
227.7,-4.187705
227.8,-4.204257
227.9,-4.220808
228,-4.220808
228.1,-2.184929
228.2,-2.598726
228.3,-2.532518
228.4,-2.532518
228.5,-2.532518
228.6,-2.532518
228.7,-2.515966
228.8,-2.532518
228.9,-2.565622
229,-2.54907
229.1,-1.489751
229.2,-1.704925
229.3,-1.671821
229.4,-1.688373
229.5,-1.688373
229.6,-1.688373
229.7,-1.655269
229.8,-1.671821
229.9,-1.688373
230,-1.671821
230.1,-0.562846
230.2,-0.794573
230.3,-0.761469
230.4,-0.728365
230.5,-0.728365
230.6,-0.744917
230.7,-0.744917
230.8,-0.761469
230.9,-0.744917
231,-0.794573
231.1,0.099228
231.2,-0.016635
231.3,0.016469
231.4,0.016469
231.5,0.066124
231.6,-0.016635
231.7,-0.016635
231.8,-0.000083
231.9,0.066124
232,0.016469
232.1,0.281299
232.2,0.248195
232.3,0.231643
232.4,0.248195
232.5,0.231643
232.6,0.198539
232.7,0.231643
232.8,0.231643
232.9,0.248195
233,0.231643
233.1,-0.562846
233.2,-0.264913
233.3,-0.281465
233.4,-0.281465
233.5,-0.314569
233.6,-0.298017
233.7,-0.281465
233.8,-0.264913
233.9,-0.298017
234,-0.281465
234.1,-1.373888
234.2,-1.175265
234.3,-1.191817
234.4,-1.208369
234.5,-1.175265
234.6,-1.224921
234.7,-1.208369
234.8,-1.208369
234.9,-1.224921
235,-1.208369
235.1,-1.754581
235.2,-1.655269
235.3,-1.638718
235.4,-1.655269
235.5,-1.655269
235.6,-1.655269
235.7,-1.638718
235.8,-1.655269
235.9,-1.655269
236,-1.655269
236.1,-2.184929
236.2,-2.10217
236.3,-2.118721
236.4,-2.135273
236.5,-2.135273
236.6,-2.10217
236.7,-2.135273
236.8,-2.135273
236.9,-2.135273
237,-2.135273
237.1,-1.059402
237.2,-1.258025
237.3,-1.208369
237.4,-1.241473
237.5,-1.224921
237.6,-1.224921
237.7,-1.258025
237.8,-1.224921
237.9,-1.224921
238,-1.224921
238.1,-2.317344
238.2,-2.118721
238.3,-2.135273
238.4,-2.151825
238.5,-2.151825
238.6,-2.151825
238.7,-2.135273
238.8,-2.168377
238.9,-2.135273
239,-2.135273
239.1,-1.075954
239.2,-1.258025
239.3,-1.224921
239.4,-1.241473
239.5,-1.291128
239.6,-1.258025
239.7,-1.258025
239.8,-1.258025
239.9,-1.258025
240,-1.274577
240.1,-1.804236
240.2,-1.671821
240.3,-1.704925
240.4,-1.738029
240.5,-1.704925
240.6,-1.704925
240.7,-1.704925
240.8,-1.721477
240.9,-1.721477
241,-1.704925
241.1,-0.59595
241.2,-0.811124
241.3,-0.811124
241.4,-0.794573
241.5,-0.844228
241.6,-0.778021
241.7,-0.827676
241.8,-0.844228
241.9,-0.794573
242,-0.827676
242.1,-0.281465
242.2,-0.347672
242.3,-0.314569
242.4,-0.33112
242.5,-0.33112
242.6,-0.347672
242.7,-0.33112
242.8,-0.347672
242.9,-0.347672
243,-0.347672
243.1,0.148884
243.2,0.132332
243.3,0.11578
243.4,0.11578
243.5,0.099228
243.6,0.132332
243.7,0.099228
243.8,0.099228
243.9,0.132332
244,0.11578
244.1,-0.529743
244.2,-0.281465
244.3,-0.364224
244.4,-0.364224
244.5,-0.347672
244.6,-0.33112
244.7,-0.33112
244.8,-0.347672
244.9,-0.33112
245,-0.33112
245.1,-0.347672
245.2,-0.33112
245.3,-0.347672
245.4,-0.347672
245.5,-0.347672
245.6,-0.364224
245.7,-0.347672
245.8,-0.347672
245.9,-0.347672
246,-0.33112
246.1,-0.33112
246.2,-0.33112
246.3,-0.347672
246.4,-0.347672
246.5,-0.33112
246.6,-0.33112
246.7,-0.33112
246.8,-0.33112
246.9,-0.33112
247,-0.347672
247.1,-0.33112
247.2,-0.33112
247.3,-0.347672
247.4,-0.347672
247.5,-0.33112
247.6,-0.33112
247.7,-0.364224
247.8,-0.347672
247.9,-0.347672
248,-0.33112
248.1,-0.33112
248.2,-0.347672
248.3,-0.347672
248.4,-0.33112
248.5,-0.347672
248.6,-0.33112
248.7,-0.33112
248.8,-0.33112
248.9,-0.347672
249,-0.347672
249.1,-0.016635
249.2,-0.016635
249.3,-0.016635
249.4,-0.016635
249.5,-0.016635
249.6,-0.016635
249.7,-0.016635
249.8,-0.016635
249.9,-0.016635
250,-0.016635
250.1,0.264747
250.2,0.215091
250.3,0.231643
250.4,0.231643
250.5,0.231643
250.6,0.215091
250.7,0.215091
250.8,0.215091
250.9,0.215091
251,0.215091
251.1,0.231643
251.2,0.215091
251.3,0.215091
251.4,0.231643
251.5,0.231643
251.6,0.215091
251.7,0.215091
251.8,0.231643
251.9,0.198539
252,0.215091
252.1,0.661992
252.2,0.579232
252.3,0.612336
252.4,0.579232
252.5,0.612336
252.6,0.56268
252.7,0.56268
252.8,0.612336
252.9,0.579232
253,0.579232
253.1,0.364058
253.2,0.430265
253.3,0.397162
253.4,0.446817
253.5,0.446817
253.6,0.413714
253.7,0.413714
253.8,0.430265
253.9,0.430265
254,0.430265
254.1,0.314402
254.2,0.314402
254.3,0.314402
254.4,0.347506
254.5,0.297851
254.6,0.314402
254.7,0.330954
254.8,0.314402
254.9,0.314402
255,0.314402
255.1,0.082676
255.2,0.132332
255.3,0.148884
255.4,0.148884
255.5,0.132332
255.6,0.11578
255.7,0.148884
255.8,0.132332
255.9,0.11578
256,0.132332
256.1,0.231643
256.2,0.231643
256.3,0.231643
256.4,0.215091
256.5,0.231643
256.6,0.215091
256.7,0.231643
256.8,0.231643
256.9,0.231643
257,0.231643
257.1,-0.016635
257.2,-0.016635
257.3,-0.016635
257.4,-0.016635
257.5,-0.016635
257.6,-0.016635
257.7,-0.016635
257.8,-0.016635
257.9,-0.000083
258,-0.016635
258.1,-1.886995
258.2,-1.489751
258.3,-1.555958
258.4,-1.555958
258.5,-1.555958
258.6,-1.57251
258.7,-1.57251
258.8,-1.57251
258.9,-1.589062
259,-1.589062
259.1,-0.546295
259.2,-0.728365
259.3,-0.711813
259.4,-0.711813
259.5,-0.711813
259.6,-0.728365
259.7,-0.711813
259.8,-0.695261
259.9,-0.695261
260,-0.711813
260.1,-0.711813
260.2,-0.711813
260.3,-0.711813
260.4,-0.711813
260.5,-0.711813
260.6,-0.711813
260.7,-0.711813
260.8,-0.695261
260.9,-0.711813
261,-0.711813
261.1,-0.198705
261.2,-0.314569
261.3,-0.281465
261.4,-0.298017
261.5,-0.298017
261.6,-0.281465
261.7,-0.281465
261.8,-0.281465
261.9,-0.298017
262,-0.298017
262.1,0.248195
262.2,0.215091
262.3,0.215091
262.4,0.215091
262.5,0.215091
262.6,0.215091
262.7,0.215091
262.8,0.231643
262.9,0.231643
263,0.215091
263.1,0.347506
263.2,0.314402
263.3,0.297851
263.4,0.314402
263.5,0.314402
263.6,0.314402
263.7,0.314402
263.8,0.297851
263.9,0.314402
264,0.314402
264.1,0.314402
264.2,0.330954
264.3,0.330954
264.4,0.297851
264.5,0.314402
264.6,0.330954
264.7,0.314402
264.8,0.297851
264.9,0.314402
265,0.297851
265.1,0.314402
265.2,0.297851
265.3,0.297851
265.4,0.297851
265.5,0.297851
265.6,0.330954
265.7,0.314402
265.8,0.297851
265.9,0.347506
266,0.297851
266.1,0.397162
266.2,0.413714
266.3,0.397162
266.4,0.364058
266.5,0.38061
266.6,0.413714
266.7,0.397162
266.8,0.397162
266.9,0.38061
267,0.413714
267.1,-2.135273
267.2,-1.39044
267.3,-1.489751
267.4,-1.489751
267.5,-1.473199
267.6,-1.522854
267.7,-1.506303
267.8,-1.489751
267.9,-1.489751
268,-1.489751
268.1,0.446817
268.2,0.330954
268.3,0.330954
268.4,0.297851
268.5,0.314402
268.6,0.330954
268.7,0.314402
268.8,0.314402
268.9,0.297851
269,0.330954
269.1,-0.033187
269.2,0.049573
269.3,-0.000083
269.4,-0.016635
269.5,-0.000083
269.6,-0.016635
269.7,-0.016635
269.8,-0.016635
269.9,-0.000083
270,-0.016635
270.1,0.132332
270.2,0.132332
270.3,0.132332
270.4,0.099228
270.5,0.11578
270.6,0.099228
270.7,0.132332
270.8,0.11578
270.9,0.11578
271,0.132332
271.1,0.132332
271.2,0.148884
271.3,0.11578
271.4,0.132332
271.5,0.099228
271.6,0.11578
271.7,0.099228
271.8,0.11578
271.9,0.11578
272,0.099228
272.1,-0.910436
272.2,-0.612502
272.3,-0.662158
272.4,-0.662158
272.5,-0.629054
272.6,-0.662158
272.7,-0.645606
272.8,-0.678709
272.9,-0.695261
273,-0.662158
273.1,-1.158713
273.2,-1.04285
273.3,-1.075954
273.4,-1.075954
273.5,-1.075954
273.6,-1.109058
273.7,-1.075954
273.8,-1.075954
273.9,-1.092506
274,-1.075954
274.1,-1.589062
274.2,-1.489751
274.3,-1.489751
274.4,-1.489751
274.5,-1.489751
274.6,-1.522854
274.7,-1.489751
274.8,-1.506303
274.9,-1.539406
275,-1.522854
275.1,-1.986307
275.2,-1.903547
275.3,-1.886995
275.4,-1.920099
275.5,-1.936651
275.6,-1.903547
275.7,-1.920099
275.8,-1.920099
275.9,-1.953203
276,-1.953203
276.1,-2.433207
276.2,-2.333896
276.3,-2.317344
276.4,-2.383551
276.5,-2.383551
276.6,-2.350448
276.7,-2.400103
276.8,-2.350448
276.9,-2.367
277,-2.367
277.1,-2.367
277.2,-2.383551
277.3,-2.367
277.4,-2.400103
277.5,-2.400103
277.6,-2.400103
277.7,-2.400103
277.8,-2.400103
277.9,-2.416655
278,-2.400103
278.1,-2.400103
278.2,-2.400103
278.3,-2.433207
278.4,-2.433207
278.5,-2.416655
278.6,-2.433207
278.7,-2.433207
278.8,-2.416655
278.9,-2.433207
279,-2.449759
279.1,-4.402879
279.2,-4.05529
279.3,-4.138049
279.4,-4.121497
279.5,-4.121497
279.6,-4.154601
279.7,-4.138049
279.8,-4.171153
279.9,-4.154601
280,-4.204257
280.1,-2.201481
280.2,-2.565622
280.3,-2.515966
280.4,-2.532518
280.5,-2.515966
280.6,-2.532518
280.7,-2.54907
280.8,-2.532518
280.9,-2.515966
281,-2.532518
281.1,-0.943539
281.2,-1.258025
281.3,-1.224921
281.4,-1.208369
281.5,-1.224921
281.6,-1.208369
281.7,-1.241473
281.8,-1.224921
281.9,-1.224921
282,-1.224921
282.1,-2.28424
282.2,-2.085618
282.3,-2.135273
282.4,-2.118721
282.5,-2.10217
282.6,-2.118721
282.7,-2.118721
282.8,-2.135273
282.9,-2.135273
283,-2.151825
283.1,-0.016635
283.2,-0.347672
283.3,-0.314569
283.4,-0.298017
283.5,-0.298017
283.6,-0.347672
283.7,-0.298017
283.8,-0.314569
283.9,-0.314569
284,-0.298017
284.1,0.181987
284.2,0.11578
284.3,0.132332
284.4,0.148884
284.5,0.132332
284.6,0.099228
284.7,0.132332
284.8,0.099228
284.9,0.11578
285,0.132332
285.1,0.595784
285.2,0.496473
285.3,0.496473
285.4,0.496473
285.5,0.479921
285.6,0.496473
285.7,0.513025
285.8,0.496473
285.9,0.496473
286,0.513025
286.1,0.595784
286.2,0.595784
286.3,0.595784
286.4,0.595784
286.5,0.595784
286.6,0.595784
286.7,0.579232
286.8,0.579232
286.9,0.595784
287,0.612336
287.1,0.794406
287.2,0.777855
287.3,0.777855
287.4,0.777855
287.5,0.777855
287.6,0.761303
287.7,0.761303
287.8,0.761303
287.9,0.744751
288,0.761303
288.1,0.959925
288.2,0.943373
288.3,0.943373
288.4,0.943373
288.5,0.943373
288.6,0.943373
288.7,0.926821
288.8,0.926821
288.9,0.910269
289,0.910269
289.1,0.810958
289.2,0.82751
289.3,0.82751
289.4,0.810958
289.5,0.82751
289.6,0.82751
289.7,0.810958
289.8,0.82751
289.9,0.810958
290,0.810958
290.1,-1.04285
290.2,-0.099394
290.3,-0.264913
290.4,-0.231809
290.5,-0.231809
290.6,-0.248361
290.7,-0.231809
290.8,-0.248361
290.9,-0.215257
